EventID,EventName,EventType,Date,StartTime,EndTime,Location,Capacity,ActualAttendance,Weather_Condition,Promotion_Type
1225,Diwali Bazaar & Food Festival ,Cultural,2035-11-10,11:00:00,21:00:00,Convention Center,3000,2500,Sunny,Indian Community Centers
1226,Turkey Trot 10K Run,Fitness,2035-11-22,08:00:00,11:00:00,City Park,2000,1700,Overcast,Corporate Wellness Programs
1227,Black Friday Deals Extravaganza,Shopping,2035-11-23,06:00:00,23:00:00,Shopping Mall,10000,8500,Partly Cloudy,TV/Radio Ads
1228,Holiday Craft Bazaar,Shopping,2035-12-08,10:00:00,16:00:00,School Gym,150,125,Clear Skies,PTA Newsletters
1229,Jingle Bell 5K Run,Fitness,2035-12-15,09:00:00,11:00:00,City Streets ,1000,900,Snowy,Local Running Clubs
1230,Neighborhood Holiday Decorations Tour,Seasonal,2035-12-22,18:00:00,21:00:00,Residential Area,500,400,Partly Cloudy,Community Newsletters
1231,Boxing Day Blowout Sale,Shopping,2035-12-26,08:00:00,21:00:00,Shopping District,5000,4500,Clear Skies,Print/Radio Ads
1232,Noon Year's Eve Party ,Holiday,2035-12-31,10:00:00,13:00:00,Children's Museum,300,250,Sunny,Family Event Websites
1233,Hot Chocolate 5K,Fitness,2036-01-12,09:00:00,12:00:00,City Park,1500,1300,Partly Cloudy,Corporate Wellness Challenges
1234,Robert Burns Night Celebration,Cultural,2036-01-25,19:00:00,23:00:00,Scottish Cultural Center,150,125,Clear Skies,Scottish Heritage Groups
1235,Polar Bear Plunge,Fundraiser,2036-02-01,11:00:00,13:00:00,Lake,200,175,Overcast,Charity Website
1236,Mardi Gras Masquerade Ball,Entertainment,2036-02-22,20:00:00,02:00:00,Hotel Ballroom,300,275,Partly Cloudy,Social Media Contests
1237,Lego Building Competition,Educational,2036-03-15,10:00:00,15:00:00,Library,100,80,Sunny,School Email Lists
1238,St. Patrick's Day Parade & Festival,Cultural,2036-03-17,11:00:00,19:00:00,Downtown Streets,5000,4200,Overcast,Local Irish Pubs
1239,Spring Plant Sale,Home & Garden,2036-04-05,09:00:00,16:00:00,Botanical Garden,500,425,Partly Cloudy,Garden Club Newsletters
1240,Bunny Fun Run 5K,Fitness,2036-04-19,08:00:00,11:00:00,City Park,1000,900,Sunny,Corporate Wellness Programs
1241,Earth Day Recycling Drive,Community,2036-04-22,10:00:00,15:00:00,School Parking Lot,1500,1300,Clear Skies,School Green Clubs
1242,Cinco de Mayo Street Fair,Cultural,2036-05-05,12:00:00,21:00:00,Downtown Plaza,3000,2500,Partly Cloudy,Hispanic Cultural Centers
1243,Mother's Day Market,Shopping,2036-05-10,11:00:00,17:00:00,Park,200,175,Sunny,Local Craft Fairs
1244,Kids' Outdoor Camping Workshop,Educational,2036-05-31,09:00:00,15:00:00,Nature Preserve,50,40,Clear Skies,Community Centers
1245,Summer Solstice Outdoor Yoga,Wellness,2036-06-20,06:00:00,08:00:00,Beach,100,85,Partly Cloudy,Yoga Studios
1246,Independence Day Fireworks Show,Holiday,2036-07-04,20:00:00,22:00:00,City Park,15000,12000,Clear Skies,Local TV/Radio
1247,Beach Volleyball Tournament,Sports,2036-07-19,10:00:00,16:00:00,Beach,150,125,Sunny,Recreation Centers
1248,Watermelon Eating Contest,Food & Drink,2036-08-09,13:00:00,16:00:00,Park,300,250,Partly Cloudy,Grocery Stores
1249,Outdoor Sculpture Walk,Arts,2036-08-30,10:00:00,16:00:00,Downtown Plaza,200,175,Sunny,Local Art Galleries
1250,Salsa Dancing Under the Stars,Dance,2036-09-20,20:00:00,23:00:00,City Plaza,150,125,Clear Skies,Dance Studios
1251,Oktoberfest Beer Festival,Food & Drink,2036-10-11,12:00:00,20:00:00,Fairgrounds,3000,2700,Partly Cloudy,Breweries
1252,Haunted Hayride & Maze,Seasonal,2036-10-25,19:00:00,23:00:00,Farm,1000,900,Clear Skies,Local Fall Festivals
1253,Day of the Dead Celebration,Cultural,2036-11-02,16:00:00,21:00:00,Community Center,500,425,Sunny,Hispanic Cultural Groups
1254,Turkey Trot 10K,Fitness,2036-11-27,08:00:00,11:00:00,City Park,2500,2200,Overcast,Corporate Wellness Challenges
1255,Art Exhibition,Cultural,2024-09-01,14:00:00,20:00:00,City Art Gallery,500,400,Partly Cloudy,Billboards
1256,Charity Run,Fundraiser,2024-10-12,08:00:00,12:00:00,Riverside Park,1000,800,Foggy,Radio Ads
1257,Food Truck Festival,Food & Drink,2024-11-18,11:00:00,18:00:00,Downtown Square,2000,1500,Windy,Social Media Ads
1258,Robotics Competition,Educational,2024-12-05,09:00:00,16:00:00,Science Museum,100,80,Snow,School Outreach
1259,Stand-up Comedy Night,Entertainment,2025-01-20,20:00:00,22:00:00,Comedy Club,200,180,Clear Skies,Posters
1260,Farmers Market,Community,2025-02-14,08:00:00,14:00:00,City Hall Parking Lot,500,350,Sunny,Local Newspaper Ads
1261,Book Signing,Literary,2025-03-08,16:00:00,19:00:00,Bookstore,75,60,Rainy,Bookstore Newsletter
1262,Jazz Concert,Music,2025-04-22,19:00:00,22:00:00,Music Hall,800,700,Clear Skies,Online Ticket Promotions
1263,Painting Workshop,Arts & Crafts,2025-05-06,13:00:00,16:00:00,Community Center,30,25,Partly Cloudy,Local Art Store Flyers
1264,Trivia Night,Entertainment,2025-06-19,20:00:00,22:00:00,Sports Bar,100,90,Clear Skies,Social Media Event
1265,Cooking Class,Educational,2025-07-11,18:00:00,20:00:00,Culinary School,20,18,Sunny,Cooking Magazine Ad
1266,Outdoor Movie Screening,Entertainment,2025-08-25,20:00:00,23:00:00,City Park,500,400,Clear Skies,Local TV Ads
1267,Career Fair,Professional,2025-09-07,10:00:00,16:00:00,Convention Center,1500,1200,Partly Cloudy,University Partnerships
1268,Pumpkin Carving Contest,Seasonal,2025-10-30,14:00:00,17:00:00,Community Garden,100,80,Cloudy,Community Bulletin Boards
1269,Wine Tasting,Food & Drink,2025-11-23,18:00:00,21:00:00,Winery,50,40,Clear Skies,Wine Magazine Ad
1270,Holiday Craft Bazaar,Shopping,2025-12-09,10:00:00,18:00:00,Convention Center,2000,1800,Snow,Local Radio Ads
1271,New Year's Eve Party,Celebration,2025-12-31,20:00:00,01:00:00,Hotel Ballroom,500,450,Clear Skies,Event Websites
1272,Winter Sports Expo,Sports,2026-01-15,11:00:00,18:00:00,Ski Resort,1000,800,Snow,Sports Equipment Stores
1273,Bridal Show,Wedding,2026-02-10,12:00:00,17:00:00,Wedding Venue,300,250,Partly Cloudy,Wedding Magazines
1274,Home & Garden Show,Home Improvement,2026-03-22,10:00:00,18:00:00,Fairgrounds,2000,1500,Rainy,Home Improvement Stores
1275,Pet Adoption Event,Animal Welfare,2026-04-18,11:00:00,16:00:00,Animal Shelter,100,80,Sunny,Pet Store Flyers
1276,Earth Day Celebration,Environmental,2026-04-22,10:00:00,16:00:00,Nature Center,500,400,Partly Cloudy,Environmental Organizations
1277,Mother's Day Brunch,Family,2026-05-10,11:00:00,14:00:00,Restaurant,100,90,Sunny,Restaurant Website
1278,Memorial Day Parade,Community,2026-05-25,10:00:00,12:00:00,Main Street,1000,800,Clear Skies,Local Newspaper Ads
1279,Outdoor Yoga Class,Wellness,2026-06-07,08:00:00,09:00:00,Beach,50,40,Sunny,Yoga Studio Newsletter
1280,Father's Day BBQ,Family,2026-06-21,12:00:00,16:00:00,Park Pavilion,200,150,Partly Cloudy,Local Grocery Store Ads
1281,Independence Day Fireworks,Celebration,2026-07-04,20:00:00,22:00:00,Lakefront,5000,4000,Clear Skies,City Website
1282,Summer Music Festival,Music,2026-07-18,12:00:00,22:00:00,Outdoor Amphitheater,10000,8000,Sunny,Music Websites
1283,Back to School Fair,Educational,2026-08-08,10:00:00,16:00:00,Elementary School,500,400,Partly Cloudy,School District Website
1284,Labor Day Picnic,Community,2026-09-07,12:00:00,18:00:00,City Park,1000,800,Sunny,Community Center Bulletin Boards
1285,Oktoberfest,Cultural,2026-10-03,16:00:00,22:00:00,Fairgrounds,2000,1800,Cloudy,German-American Clubs
1286,Halloween Costume Contest,Seasonal,2026-10-31,18:00:00,21:00:00,Community Center,200,180,Clear Skies,Halloween Store Flyers
1287,Veterans Day Ceremony,Community,2026-11-11,10:00:00,12:00:00,War Memorial,500,400,Partly Cloudy,Veterans Organizations
1288,Thanksgiving Day Run,Sports,2026-11-26,08:00:00,11:00:00,City Streets,1000,800,Foggy,Running Clubs
1289,Black Friday Sales,Shopping,2026-11-27,06:00:00,22:00:00,Shopping Mall,10000,9000,Rainy,Retail Store Ads
1290,Christmas Tree Lighting,Seasonal,2026-12-04,18:00:00,20:00:00,Town Square,1000,900,Snow,Local TV News
1291,New Year's Day Brunch,Celebration,2027-01-01,11:00:00,14:00:00,Hotel Restaurant,200,180,Sunny,Hotel Website
1292,Martin Luther King Jr. Day of Service,Community,2027-01-18,09:00:00,16:00:00,Various Locations,500,400,Partly Cloudy,Volunteer Organizations
1293,Valentine's Day Dinner,Romantic,2027-02-14,18:00:00,22:00:00,Fine Dining Restaurant,50,45,Clear Skies,Restaurant Social Media
1294,Mardi Gras Parade,Cultural,2027-02-16,19:00:00,22:00:00,Downtown Streets,5000,4000,Partly Cloudy,Local Tourism Board
1295,St. Patrick's Day Festival,Cultural,2027-03-17,12:00:00,20:00:00,Irish Pub,1000,900,Rainy,Irish-American Clubs
1296,Spring Break Beach Party,Entertainment,2027-03-25,12:00:00,18:00:00,Beach Club,500,450,Sunny,College Student Organizations
1297,Easter Egg Hunt,Family,2027-04-11,10:00:00,12:00:00,City Park,200,180,Partly Cloudy,Church Bulletins
1298,Arbor Day Tree Planting,Environmental,2027-04-30,09:00:00,13:00:00,Nature Preserve,100,80,Cloudy,Environmental Groups
1299,Cinco de Mayo Fiesta,Cultural,2027-05-05,16:00:00,22:00:00,Mexican Restaurant,300,250,Sunny,Hispanic Community Centers
1300,Mother's Day Tea,Family,2027-05-09,14:00:00,16:00:00,Tea House,50,45,Partly Cloudy,Local Parenting Groups
1301,Memorial Day Weekend Campout,Outdoor Recreation,2027-05-29,12:00:00,12:00:00,State Park,200,180,Clear Skies,Outdoor Equipment Stores
1302,Pride Parade,LGBTQ+,2027-06-12,12:00:00,16:00:00,City Streets,5000,4500,Sunny,LGBTQ+ Organizations
1303,Juneteenth Celebration,Cultural,2027-06-19,10:00:00,18:00:00,Community Center,500,450,Partly Cloudy,African-American Organizations
1304,Father's Day Golf Tournament,Sports,2027-06-20,08:00:00,16:00:00,Golf Course,100,90,Clear Skies,Golf Clubs
1305,Independence Day Parade,Celebration,2027-07-04,10:00:00,12:00:00,Main Street,2000,1800,Sunny,Local Government Website
1306,Summer Art Fair,Arts & Crafts,2027-07-17,11:00:00,18:00:00,City Park,500,450,Partly Cloudy,Art Galleries
1307,Back to School Supply Drive,Community,2027-08-07,10:00:00,16:00:00,School Gymnasium,200,180,Rainy,Local Businesses
1308,Labor Day Weekend Sale,Shopping,2027-09-04,10:00:00,20:00:00,Outlet Mall,5000,4500,Sunny,Outlet Mall Website
1309,Grandparents Day Brunch,Family,2027-09-12,11:00:00,14:00:00,Senior Center,100,90,Partly Cloudy,Retirement Communities
1310,Oktoberfest Beer Garden,Food & Drink,2027-10-02,16:00:00,22:00:00,Brewery,500,450,Clear Skies,Breweries
1311,Halloween Haunted House,Seasonal,2027-10-31,18:00:00,22:00:00,Abandoned Building,200,180,Cloudy,Haunted Attraction Websites
1312,Veterans Day Parade,Community,2027-11-11,10:00:00,12:00:00,Downtown Streets,1000,900,Partly Cloudy,Military Base Bulletins
1313,Thanksgiving Day Turkey Trot,Sports,2027-11-25,08:00:00,11:00:00,City Park,500,450,Foggy,Local Gyms
1314,Black Friday Doorbuster Deals,Shopping,2027-11-26,05:00:00,22:00:00,Department Store,5000,4500,Rainy,Retail Store Emails
1315,Christmas Craft Fair,Arts & Crafts,2027-12-11,10:00:00,18:00:00,Convention Center,1000,900,Snow,Craft Supply Stores
1316,New Year's Eve Gala,Celebration,2027-12-31,20:00:00,01:00:00,Hotel Ballroom,500,480,Clear Skies,Event Planning Websites
1317,Winter Farmers Market,Community,2028-01-08,09:00:00,13:00:00,Indoor Market,200,180,Snow,Local Food Co-ops
1318,Martin Luther King Jr. Day March,Community,2028-01-17,10:00:00,12:00:00,City Streets,1000,900,Partly Cloudy,Civil Rights Organizations
1319,Valentine's Day Singles Mixer,Social,2028-02-14,19:00:00,22:00:00,Nightclub,100,90,Clear Skies,Dating Apps
1320,Mardi Gras Masquerade Ball,Cultural,2028-02-22,20:00:00,01:00:00,Event Hall,300,280,Partly Cloudy,Costume Shops
1321,St. Patrick's Day Pub Crawl,Food & Drink,2028-03-17,18:00:00,23:00:00,Various Pubs,500,450,Rainy,Bar Associations
1322,Spring Equinox Meditation,Wellness,2028-03-20,06:00:00,08:00:00,Yoga Studio,50,45,Sunny,New Age Bookstores
1323,Easter Brunch Buffet,Family,2028-04-16,11:00:00,14:00:00,Hotel Restaurant,200,180,Partly Cloudy,Religious Organizations
1324,Arbor Day Nature Hike,Outdoor Recreation,2028-04-28,09:00:00,13:00:00,Nature Trail,100,90,Clear Skies,Hiking Clubs
1325,Cinco de Mayo Street Festival,Cultural,2028-05-05,12:00:00,20:00:00,Downtown Streets,2000,1800,Sunny,Mexican Consulate
1326,Mother's Day Flower Sale,Shopping,2028-05-14,10:00:00,18:00:00,Flower Shop,500,450,Partly Cloudy,Florists Associations
1327,Memorial Day Car Show,Entertainment,2028-05-29,12:00:00,18:00:00,Fairgrounds,1000,900,Clear Skies,Classic Car Clubs
1328,Pride Month Art Exhibit,LGBTQ+,2028-06-01,11:00:00,19:00:00,Art Gallery,200,180,Sunny,LGBTQ+ Art Collectives
1329,Juneteenth Music Festival,Cultural,2028-06-19,14:00:00,22:00:00,City Park,5000,4500,Partly Cloudy,Black Musicians Associations
1330,Father's Day Fishing Derby,Sports,2028-06-18,07:00:00,15:00:00,Lake,100,90,Clear Skies,Fishing Supply Stores
1331,Independence Day Barbecue,Celebration,2028-07-04,12:00:00,18:00:00,Community Center,500,450,Sunny,Local Meat Markets
1332,Summer Theater Production,Performing Arts,2028-07-21,19:00:00,22:00:00,Outdoor Theater,300,280,Clear Skies,Theater Troupes
1333,Back to School Immunization Clinic,Health,2028-08-12,09:00:00,15:00:00,Health Department,200,180,Partly Cloudy,Pediatricians Offices
1334,Labor Day Sidewalk Sale,Shopping,2028-09-04,10:00:00,18:00:00,Downtown Streets,1000,900,Sunny,Downtown Business Association
1335,Grandparents Day Story Time,Family,2028-09-10,14:00:00,16:00:00,Library,50,45,Rainy,Daycare Centers
1336,Oktoberfest Stein Holding Contest,Entertainment,2028-10-07,18:00:00,20:00:00,German Restaurant,100,90, Rainy, Beer Gardens
1337,Halloween Pumpkin Patch,Seasonal,2028-10-28,10:00:00,18:00:00,Farm,500,450,Partly Cloudy,Farmers Markets
1338,Veterans Day Art Exhibit,Community,2028-11-11,12:00:00,18:00:00,Museum,200,180,Cloudy,Veterans Art Groups
1339,Thanksgiving Volunteer Meal Service,Community,2028-11-23,11:00:00,15:00:00,Homeless Shelter,100,90,Rainy,Volunteer Websites
1340,Black Friday Electronics Sale,Shopping,2028-11-24,06:00:00,22:00:00,Electronics Store,1000,950,Foggy,Tech Blogs
1341,Small Business Saturday,Shopping,2028-11-25,10:00:00,20:00:00,Downtown Streets,500,450,Sunny,Chamber of Commerce
1342,Cyber Monday Online Deals,Shopping,2028-11-27,00:00:00,23:59:59,Online,10000,9500,,Email Marketing
1343,Giving Tuesday Charity Auction,Fundraiser,2028-11-28,18:00:00,22:00:00,Event Hall,200,180,Clear Skies,Philanthropic Organizations
1344,Hanukkah Menorah Lighting,Cultural,2028-12-07,18:00:00,20:00:00,Synagogue,100,90,Partly Cloudy,Jewish Community Centers
1345,Christmas Eve Candlelight Service,Religious,2028-12-24,22:00:00,23:00:00,Church,500,480,Snow,Church Bulletins
1346,Kwanzaa Celebration,Cultural,2028-12-26,16:00:00,20:00:00,Community Center,200,180,Cloudy,African-American Organizations
1347,New Year's Day Polar Bear Plunge,Entertainment,2029-01-01,12:00:00,13:00:00,Beach,100,90,Sunny,Social Media Challenge
1348,Martin Luther King Jr. Day Lecture,Educational,2029-01-15,14:00:00,16:00:00,University,500,450,Clear Skies,University Diversity Office
1349,Chinese New Year Parade,Cultural,2029-02-10,12:00:00,14:00:00,Chinatown,2000,1800,Partly Cloudy,Asian-American Associations
1350,Valentine's Day Speed Dating,Social,2029-02-14,19:00:00,21:00:00,Restaurant,50,45,Rainy,Singles Groups
1351,Mardi Gras Carnival,Cultural,2029-02-27,16:00:00,22:00:00,Fairgrounds,5000,4500,Cloudy,New Orleans Tourism Board
1352,International Women's Day Seminar,Educational,2029-03-08,10:00:00,14:00:00,Conference Center,200,180,Sunny,Women's Organizations
1353,St. Patrick's Day Shamrock Run,Sports,2029-03-17,09:00:00,12:00:00,City Park,1000,900,Partly Cloudy,Running Clubs
1354,First Day of Spring Nature Walk,Outdoor Recreation,2029-03-20,10:00:00,12:00:00,Nature Preserve,50,45,Clear Skies,Nature Centers
1355,Passover Seder Dinner,Cultural,2029-04-06,18:00:00,22:00:00,Jewish Community Center,100,90,Rainy,Kosher Food Stores
1356,Easter Sunday Sunrise Service,Religious,2029-04-08,06:00:00,07:00:00,Hilltop,200,180,Foggy,Christian Bookstores
1357,Earth Day River Cleanup,Environmental,2029-04-22,09:00:00,13:00:00,Riverbank,100,90,Sunny,Environmental Groups
1358,Arbor Day Tree Giveaway,Environmental,2029-04-27,10:00:00,16:00:00,Nursery,500,450,Partly Cloudy,Garden Centers
1359,Cinco de Mayo Cooking Class,Food & Drink,2029-05-05,18:00:00,20:00:00,Cooking School,20,18,Clear Skies,Mexican Grocery Stores
1360,Mother's Day Makeover Event,Beauty,2029-05-13,12:00:00,16:00:00,Spa,50,45,Sunny,Beauty Salons
1361,Memorial Day Remembrance Ceremony,Community,2029-05-28,10:00:00,11:00:00,Cemetery,200,180,Partly Cloudy,Veterans Groups
1362,LGBTQ+ Pride Month Kick-Off,LGBTQ+,2029-06-01,18:00:00,22:00:00,Community Center,300,280,Clear Skies,LGBTQ+ Advocacy Groups
1363,Juneteenth Freedom March,Cultural,2029-06-19,10:00:00,12:00:00,City Streets,1000,900,Sunny,Civil Rights Organizations
1364,Father's Day Car Show,Entertainment,2029-06-17,12:00:00,18:00:00,Parking Lot,500,450,Partly Cloudy,Auto Parts Stores
1365,Summer Solstice Yoga Retreat,Wellness,2029-06-21,08:00:00,18:00:00,Retreat Center,50,45,Clear Skies,Yoga Studios
1366,Independence Day Fireworks Spectacular,Celebration,2029-07-04,20:00:00,22:00:00,Fairgrounds,10000,9500,Sunny,Fireworks Companies
1367,Bastille Day French Festival,Cultural,2029-07-14,12:00:00,20:00:00,City Park,2000,1800,Partly Cloudy,French Consulate
1368,Parents' Day Picnic,Family,2029-07-22,11:00:00,15:00:00,Park Pavilion,100,90,Clear Skies,Parenting Magazines
1369,International Beer Day Tasting,Food & Drink,2029-08-04,16:00:00,22:00:00,Brewery,200,180,Sunny,Beer Enthusiast Clubs
1370,Back to School Fashion Show,Fashion,2029-08-19,14:00:00,16:00:00,Mall,500,450,Partly Cloudy,Children's Clothing Stores
1371,Labor Day Talent Show,Entertainment,2029-09-03,18:00:00,21:00:00,Amphitheater,1000,900,Clear Skies,Talent Agencies
1372,Patriot Day Memorial Service,Community,2029-09-11,08:46:00,10:00:00,Fire Station,100,90,Cloudy,First Responder Organizations
1373,Oktoberfest Bratwurst Eating Contest,Food & Drink,2029-10-06,14:00:00,16:00:00,German Restaurant,50,45,Rainy,Butcher Shops
1374,Indigenous Peoples' Day Powwow,Cultural,2029-10-08,12:00:00,18:00:00,Reservation,500,450,Partly Cloudy,Native American Organizations
1375,Diwali Festival of Lights,Cultural,2029-10-28,18:00:00,22:00:00,Hindu Temple,1000,900,Clear Skies,Indian Associations
1376,Halloween Trick-or-Treat Trail,Seasonal,2029-10-31,16:00:00,20:00:00,Neighborhood,200,180,Sunny,HOA Newsletters
1377,Day of the Dead Altar Exhibit,Cultural,2029-11-02,10:00:00,18:00:00,Museum,500,450,Partly Cloudy,Mexican Cultural Centers
1378,Election Day Voter Registration Drive,Community,2029-11-06,08:00:00,20:00:00,Library,100,90,Rainy,Political Parties
1379,Veterans Day Benefit Concert,Fundraiser,2029-11-11,19:00:00,22:00:00,Concert Hall,1000,950,Clear Skies,Veteran Support Groups
1380,Thanksgiving Eve Pie Baking Contest,Food & Drink,2029-11-22,12:00:00,16:00:00,Bakery,50,45,Foggy,Baking Supply Stores
1381,Black Friday Midnight Madness Sale,Shopping,2029-11-24,00:00:00,06:00:00,Outlet Mall,5000,4800,Snow,Outlet Mall Website
1382,Small Business Saturday Scavenger Hunt,Shopping,2029-11-25,10:00:00,18:00:00,Downtown,200,180,Sunny,Local Business Alliances
1383,Cyber Monday Flash Deals,Shopping,2029-11-27,00:00:00,23:59:59,Online,10000,9800,,Deal Aggregator Websites
1384,Giving Tuesday Telethon,Fundraiser,2029-11-28,18:00:00,22:00:00,TV Station,1000,900,Clear Skies,Nonprofit Coalitions
1385,Hanukkah Dreidel Tournament,Cultural,2029-12-12,14:00:00,18:00:00,Jewish School,100,90,Partly Cloudy,Judaica Stores
1386,Christmas Cookie Swap,Food & Drink,2029-12-16,13:00:00,16:00:00,Community Center,50,45,Snow,Baking Clubs
1387,Kwanzaa Candle Lighting Ceremony,Cultural,2029-12-26,18:00:00,20:00:00,African-American Museum,200,180,Cloudy,Pan-African Organizations
1388,New Year's Eve Masquerade Ball,Celebration,2029-12-31,20:00:00,01:00:00,Hotel Ballroom,500,480,Clear Skies,Costume Shops
1389,New Year's Day Brunch Buffet,Food & Drink,2030-01-01,11:00:00,14:00:00,Country Club,200,180,Sunny,Gourmet Food Magazines
1390,Martin Luther King Jr. Day of Service,Community,2030-01-21,09:00:00,17:00:00,Various Locations,1000,900,Partly Cloudy,Volunteer Centers
1391,Lunar New Year Dragon Dance,Cultural,2030-02-05,12:00:00,14:00:00,Chinatown,500,450,Clear Skies,Chinese Cultural Associations
1392,Valentine's Day Couples Cooking Class,Food & Drink,2030-02-14,18:00:00,21:00:00,Culinary School,20,18,Rainy,Gourmet Food Stores
1393,Mardi Gras Krewe Ball,Cultural,2030-03-05,20:00:00,01:00:00,Convention Center,1000,950,Cloudy,New Orleans Social Clubs
1394,International Women's Day Panel Discussion,Educational,2030-03-08,16:00:00,18:00:00,University,200,180,Sunny,Women's Studies Departments
1395,St. Patrick's Day Green River Dyeing,Entertainment,2030-03-17,10:00:00,11:00:00,River,5000,4500,Partly Cloudy,Chicago Tourism Board
1396,First Day of Spring Flower Show,Gardening,2030-03-20,10:00:00,18:00:00,Botanical Garden,1000,900,Clear Skies,Gardening Clubs
1397,Passover Matzo Ball Soup Cook-Off,Food & Drink,2030-04-24,12:00:00,15:00:00,Synagogue,50,45,Rainy,Jewish Food Magazines
1398,Easter Bonnet Parade,Fashion,2030-04-21,14:00:00,16:00:00,Park Avenue,500,450,Sunny,Millinery Shops
1399,Earth Day Sustainable Living Expo,Environmental,2030-04-22,10:00:00,18:00:00,Convention Center,2000,1800,Partly Cloudy,Green Living Websites
1400,Arbor Day Paper Shredding Event,Environmental,2030-04-26,09:00:00,13:00:00,Recycling Center,200,180,Clear Skies,Office Supply Stores
1401,Cinco de Mayo Mariachi Concert,Cultural,2030-05-05,19:00:00,22:00:00,Amphitheater,1000,950,Sunny,Mexican Music Associations
1402,Mother's Day Champagne Brunch,Food & Drink,2030-05-12,11:00:00,14:00:00,Winery,100,90,Partly Cloudy,Wineries
1403,Memorial Day Moment of Silence,Community,2030-05-27,15:00:00,15:01:00,Veterans Memorial,500,450,Clear Skies,Military Bases
1404,LGBTQ+ Pride Prom,LGBTQ+,2030-06-08,19:00:00,23:00:00,Nightclub,200,180,Sunny,LGBTQ+ Youth Groups
1405,Juneteenth Gospel Choir Concert,Cultural,2030-06-19,18:00:00,20:00:00,Church,500,480,Partly Cloudy,Gospel Music Associations
1406,Father's Day Whiskey Tasting,Food & Drink,2030-06-16,16:00:00,19:00:00,Distillery,50,45,Clear Skies,Whiskey Enthusiast Clubs
1407,Summer Solstice Stargazing Party,Educational,2030-06-21,21:00:00,23:00:00,Observatory,100,90,Sunny,Astronomy Clubs
1408,Independence Day Colonial Reenactment,Historical,2030-07-04,12:00:00,16:00:00,Historical Park,500,450,Partly Cloudy,Historical Societies
1409,Bastille Day Wine and Cheese Tasting,Food & Drink,2030-07-14,18:00:00,21:00:00,French Restaurant,50,45,Clear Skies,Cheese Shops
1410,Parents' Day Family Field Day,Sports,2030-07-28,10:00:00,14:00:00,Sports Complex,200,180,Sunny,Family Therapy Practices
1411,International Beer Day Brewery Tour,Food & Drink,2030-08-02,12:00:00,18:00:00,Various Breweries,100,90,Partly Cloudy,Craft Beer Magazines
1412,Back to School Backpack Drive,Community,2030-08-17,10:00:00,16:00:00,School,500,450,Rainy,Office Supply Stores
1413,Labor Day Union Rally,Community,2030-09-02,13:00:00,15:00:00,City Hall,1000,900,Cloudy,Labor Unions
1414,Patriot Day Blood Drive,Health,2030-09-11,09:00:00,17:00:00,Hospital,200,180,Sunny,Red Cross
1415,Charity Fun Run,Fundraiser,2024-09-08,08:00:00,11:00:00,City Park,500,425,Partly Cloudy,Social Media Campaign
1416,Art Exhibition Opening,Cultural,2024-10-12,18:00:00,21:00:00,Modern Art Museum,200,180,Clear Skies,Email Marketing
1417,Cooking Masterclass,Educational,2024-11-03,14:00:00,17:00:00,Culinary School,30,28,Rainy,Targeted Ads
1418,Outdoor Music Festival,Entertainment,2024-12-15,12:00:00,23:00:00,Lakeside Amphitheater,5000,4200,Sunny,Radio Advertisements
1419,Robotics Competition,Educational,2025-01-20,09:00:00,16:00:00,Science Museum,100,90,Snowy,School Outreach
1420,Charity Auction,Fundraiser,2025-02-14,19:00:00,22:00:00,Grand Hotel Ballroom,300,275,Clear Skies,Direct Mail
1421,Yoga and Meditation Retreat,Wellness,2025-03-07,07:00:00,18:00:00,Mountain Resort,50,45,Sunny,Social Media Campaign
1422,Book Signing Event,Cultural,2025-04-11,16:00:00,19:00:00,Local Bookstore,80,65,Cloudy,Flyers Distributed
1423,Entrepreneurship Summit,Conference,2025-05-23,09:00:00,18:00:00,Business Center,500,450,Partly Cloudy,Email Marketing
1424,Outdoor Movie Screening,Entertainment,2025-06-30,20:00:00,23:00:00,City Square,1000,800,Clear Skies,Social Media Campaign
1425,Charity Bake Sale,Fundraiser,2025-07-18,10:00:00,14:00:00,Community Center,100,85,Sunny,Local Newspaper Ads
1426,Photography Workshop,Educational,2025-08-09,13:00:00,16:00:00,Studio Space,20,18,Rainy,Targeted Ads
1427,Jazz Night,Entertainment,2025-09-22,20:00:00,23:00:00,Jazz Club,150,130,Clear Skies,Email Marketing
1428,Charity Walk,Fundraiser,2025-10-05,09:00:00,12:00:00,Nature Trail,300,250,Partly Cloudy,Social Media Campaign
1429,Painting Exhibition,Cultural,2025-11-17,15:00:00,19:00:00,Art Gallery,100,80,Cloudy,Flyers Distributed
1430,Robotics Workshop,Educational,2025-12-08,10:00:00,14:00:00,Tech Hub,40,35,Snowy,School Outreach
1431,New Year's Eve Party,Entertainment,2025-12-31,21:00:00,01:00:00,Rooftop Lounge,200,190,Clear Skies,Social Media Campaign
1432,Charity Gala Dinner,Fundraiser,2026-01-25,18:00:00,22:00:00,Luxury Hotel,250,225,Partly Cloudy,Direct Mail
1433,Book Club Meeting,Cultural,2026-02-10,14:00:00,16:00:00,Local Library,30,25,Rainy,Email Marketing
1434,Cooking Competition,Entertainment,2026-03-15,12:00:00,16:00:00,Culinary Institute,50,45,Sunny,Targeted Ads
1435,Robotics Seminar,Educational,2026-04-07,10:00:00,13:00:00,University Auditorium,200,180,Clear Skies,School Outreach
